微博地址,发布时间,微博内容,点赞数,评论数,转发数,评论
https://m.weibo.cn/status/JtxeytM0g?mblogid=JtxeytM0g&luicode=10000011&lfid=1076035712515570,Thu Nov 12 10:59:47 +0800 2020,希望今天的你能遇到#立冬后的第一次心动#,629,908,38,"['加油 蛋壳壳[加油][加油][加油]', '挺住吧，给刚毕业的打工人一点希望', '顶住啊每天来看你发没发微博', '抛开其他蛋壳真的挺好的，押金和返现我都不要了，只希望你挺住，加油！', '加油，蛋仔！让租户和房东都安心过个冬吧！[加油][加油]', '住了三年了，真的觉得挺安心的，希望度过难关！🙏', '加油！希望你们挺住！', '希望蛋壳宝宝加油。坐标北京', '蛋壳加油！打工人最后的倔强！', '年初的武汉加油💪六月份的北京加油💪年底的蛋壳加油💪，中国加油💪', '杭州打卡!', '加油啊蛋壳壳~稳住[加油]我很喜欢现在的状态，不想搬家的说', '深圳打卡！加油啊蛋蛋', '唉，希望蛋壳可以熬过这个冬天', '坚持住啊']"
https://m.weibo.cn/status/JtnMLdb2F?mblogid=JtnMLdb2F&luicode=10000011&lfid=1076035712515570,Wed Nov 11 10:56:36 +0800 2020,最近陆续出现本土病例，大家出门还是要注意防护，公共场所一定要佩戴口罩，勤洗手勤通风，还有天气冷了也要多多注意保暖哦❤️#安徽新增1例本土确诊#,318,632,17,"['每天都来看看你还在发微博吗蛋壳加油', '蛋壳壳 你要挺住啊 [加油][加油][加油][加油]', '记得按时更新，好吗', '加油 我们同在💪', '加油', '加油，挺住啊', '蛋宝撑住啊！！！', '蛋壳加油啊', '蛋蛋加油！', '加油', '加油蛋壳，挺过去', '现在你的更新就是我还住下去并相信你的动力！', '加油', '蛋壳加油', '加油']"
https://m.weibo.cn/status/JteJfzXeu?mblogid=JteJfzXeu&luicode=10000011&lfid=1076035712515570,Tue Nov 10 11:53:14 +0800 2020,北方的银杏和枫叶已经变黄变红，上下班的路上不妨抬头留意下这份自然之美🍁,471,773,19,"['蛋仔加油！流言止于智者[加油] 某些蓝v还有资深新闻媒体人，请不要再带节奏了！！！今年疫情大环境好好活着都很难，请您别再做一个侩子手！一个企业背后，是无数个打工人的辛勤努力。可能您的一条微博只是轻轻一键推送，但背后却是无数个打工人，都要为您的言论承受着不该有的压力！不点名望自重！！！', '加油蛋壳，真正找房子的时候才发现有这样的机构给租户是个保障，无论几点看房都有人，无论什么时候东西坏了总有人维修。 蛋壳，你给的是安心。 最近听到的看到的新闻太多。希望所有享受过便利的租户们都能发声。 挺住挺住～', '加油呀～蛋壳～', '加油💪！', '加油啊💪', '加油[加油]', '加油吖', '蛋仔加油！住两年了实在不想搬家', '蛋壳公寓加油，相信你能度过这次危机', '一定要在顶一年，加油，一定要加油，别放弃', '蛋壳加油，希望能一直住下去。', '挺住', '顶住啊', '加油，蛋仔，从你们创业住到你们上市，都会好起来的', '加油']"
https://m.weibo.cn/status/Jt6HB87KF?mblogid=Jt6HB87KF&luicode=10000011&lfid=1076035712515570,Mon Nov 09 15:27:11 +0800 2020,又是星期一，加油打工人💪#打工人#,433,584,22,"['挺住！我也看好你们啊，无论装修配置还是服务都很不错~感觉肯定是遇见困难了，一句挺住其实也没啥用，只是不希望再受到更多的质疑和恐慌，租客的恐慌大众的恐慌会带来更大的问题，那样可能更无法解决问题，无论是对蛋壳还是对租客都是更不利的。虽然作为租客我也有些担心，但真的希望你们能度过难关。', '希望你能坚持每天发微博，让我安心', '挺住啊，我住的挺方便的，报修，清洁也挺快的，虽然最近一两个月保洁次数少了，坐标北京。', '你好我们才能好', '还能挺住吗baby我不想搬家，刚住出感情', '蛋壳加油，挺住，只有你们挺住了我才住的安心', '挺住啊蛋壳', '我希望你挺住，真心希望', '挺住！拜托了', '加油，蛋壳，风雨总会过去，迎来的会是彩虹', '加油啊💪🏻工作超级累了可不想再为搬家费心力了，这两年对蛋壳已经培养出感情啦', '蛋仔你要挺住啊', '你一定要挺住呀，加油噢力给～我相信你，非常喜欢你们的服务或者装修风格，虽然这次遇到了危机，我与你同在，相信你一定能够度过，加油！！！期待等到你的好消息！', '挺住', '挺住啊，我不想搬家。一定要挺住']"
https://m.weibo.cn/status/JsWhoA8F7?mblogid=JsWhoA8F7&luicode=10000011&lfid=1076035712515570,Sun Nov 08 12:55:10 +0800 2020,减肥的小伙伴们#秋天的第一杯奶茶# 还没喝，就迎来了#立冬后的第一杯奶茶# ，可见减肥的路上阻力有多大,47,165,9,[]
https://m.weibo.cn/status/JsPPF5Ox9?mblogid=JsPPF5Ox9&luicode=10000011&lfid=1076035712515570,Sat Nov 07 20:30:21 +0800 2020,冬天最让人向往的就是那大街小巷的冬季专属美食了！下班路上街边买一袋刚出锅的糖炒栗子，一个热气腾腾的烤红薯🍠，嗯，这才是冬天的味道！那冬季街边小吃你最喜欢哪个呢？#立冬吃什么最应景# 冬季街边小吃你最爱哪个？,337,87,3,['加油啊']
https://m.weibo.cn/status/JsMG96rWa?mblogid=JsMG96rWa&luicode=10000011&lfid=1076035712515570,Sat Nov 07 12:28:40 +0800 2020,今天立冬，冬天正式开始啦，北吃饺子，南吃汤圆，立冬食补，开春打虎🐯#立冬#,35,109,11,[]
https://m.weibo.cn/status/JsF8PeA9q?mblogid=JsF8PeA9q&luicode=10000011&lfid=1076035712515570,Fri Nov 06 17:17:21 +0800 2020,“垃圾分类”从你我开始，保护家园人人有责。蛋壳与你一起守卫蓝天白云。#垃圾分类一起来# 垃圾分类 蛋壳公寓直播聚焦“垃圾分类”绿色环保理念走入租房青年,34,160,5,"['挺住啊蛋壳！', '撑住', '希望你挺住啊打工人不容易']"
https://m.weibo.cn/status/JsF67kPmc?mblogid=JsF67kPmc&luicode=10000011&lfid=1076035712515570,Fri Nov 06 17:10:41 +0800 2020,虽然我国已经从去年就开始实施垃圾分类政策，但是对于垃圾分类我们不了解的地方还是很多的，今年就给大家来个小小科普吧。世界上第一个是湿垃圾分类的国家是哪里？为什么我国要实施垃圾分类？垃圾分类记忆顺口溜又是什么呢？#垃圾分类##蛋壳公寓直播#,21,44,5,[]
https://m.weibo.cn/status/JswI0i1Fr?mblogid=JswI0i1Fr&luicode=10000011&lfid=1076035712515570,Thu Nov 05 19:49:18 +0800 2020,垃圾分类进行时！🍿你知道怎么扔吗？🏌蛋壳直播来教你！[勾引]边看还能抢红包！[红包]#蛋壳公寓直播#,31,98,9,[]
https://m.weibo.cn/status/JsvQ0D060?mblogid=JsvQ0D060&luicode=10000011&lfid=1076035712515570,Thu Nov 05 17:36:17 +0800 2020,今年的#美国大选# 真的是像坐过山车，不到最后一刻都不知道是不是会有反转呢你们预测最后谁会获胜呢？#特朗普将要求威斯康星州重新计票# 本届美国大选你觉得谁是最后赢家？,902,108,8,[]
https://m.weibo.cn/status/Jsl9H0DJI?mblogid=Jsl9H0DJI&luicode=10000011&lfid=1076035712515570,Wed Nov 04 14:24:33 +0800 2020,#2020的水逆都结束啦#水星恢复顺行，今天水逆结束啦！霉运退散，一切大吉！剩下的两个月大家都顺顺利利！！,43,181,19,[]
https://m.weibo.cn/status/Jsdpcplgc?mblogid=Jsdpcplgc&luicode=10000011&lfid=1076035712515570,Tue Nov 03 18:40:47 +0800 2020,来一个年龄普查吧下图你知道几个app？据说知道14-18个，24k纯00后知道12个及以上，大概率是95后认识6-11个的，大概是个假95后认识5个及以下的，别挣扎了90后们有没有00后给大家科普下的？#寓见快乐#,27,166,6,"['7个', '呃呃呃呃呃', '求答案', 'llll']"
https://m.weibo.cn/status/JsaqXiBqn?mblogid=JsaqXiBqn&luicode=10000011&lfid=1076035712515570,Tue Nov 03 11:06:52 +0800 2020,随着北方大风降温天气的来临，天津已于11月1日起提前供暖，北京也将于11月7日开始试供暖，北京天津的小伙伴可以自行检查家中暖气是否正常～大风降温，出门多多注意保暖哦#北京11月7日试供暖#,22,118,6,[]
https://m.weibo.cn/status/Js2F3rHhk?mblogid=Js2F3rHhk&luicode=10000011&lfid=1076035712515570,Mon Nov 02 15:19:38 +0800 2020,继上海、北京等城市之后，南京也于11月开始执行垃圾分类政策，尽管大部分人觉得自己已经对垃圾分类基本掌握了，那你知道第一个实行垃圾分类的国家是哪里吗？#南京垃圾分类# #垃圾分类# 你知道世界上第一个实行垃圾分类的国家是哪个吗,141,79,5,"['正确答案是：德国', '周四公布正确答案', '啥']"
https://m.weibo.cn/status/JrRhqofqJ?mblogid=JrRhqofqJ&luicode=10000011&lfid=1076035712515570,Sun Nov 01 10:21:11 +0800 2020,尾款人你还好吗？是不是有人还没来得及退，发现卖家凌晨发货了……#想退款发现居然发货了#,13,229,13,['哈哈哈']
https://m.weibo.cn/status/JrKI750tj?mblogid=JrKI750tj&luicode=10000011&lfid=1076035712515570,Sat Oct 31 17:37:43 +0800 2020,🎃这个万圣夜你怎么嗨？是和小伙伴们一起欢乐谷嗨一番，还是画上cos妆辗转各大变装舞会？不管今夜你是“可爱鬼”，还是“开心鬼”记得不给糖就捣“蛋”～#万圣节#,13,81,0,[]
https://m.weibo.cn/status/JrAJCtaZU?mblogid=JrAJCtaZU&luicode=10000011&lfid=1076035712515570,Fri Oct 30 16:13:58 +0800 2020,#数码宝贝太好哭了#1999-2020，数码宝贝20周年剧场版将于上映了，还记得你最喜欢的哪只数码宝贝吗？BGM响起时，感觉童年又回来了这是属于一代人的童年！,12,101,6,[]
https://m.weibo.cn/status/JrzSU37SY?mblogid=JrzSU37SY&luicode=10000011&lfid=1076035712515570,Fri Oct 30 14:04:05 +0800 2020,想知道面对“贵一点住得近和便宜点住的远一点”大家都是怎么选的吗？真实街采来了！#蛋壳公寓# 蛋壳公寓的微博视频,37,100,7,[]
https://m.weibo.cn/status/JrsI1Fym2?mblogid=JrsI1Fym2&luicode=10000011&lfid=1076035712515570,Thu Oct 29 19:48:04 +0800 2020,省下800还是多睡半小时租房该不该离公司近一点本期蛋壳直播租房大拷问[红包]一起聊聊租房选址那些事[發]#蛋壳公寓直播#,17,89,6,[]
https://m.weibo.cn/status/JrpDJyVxC?mblogid=JrpDJyVxC&luicode=10000011&lfid=1076035712515570,Thu Oct 29 11:59:15 +0800 2020,#我国北方局地降温超10℃#北方迎来大范围降温，然而暖气还没来，所以小伙伴们注意保暖哦，谨防感冒！,12,97,6,[]
https://m.weibo.cn/status/JrjtdCU4L?mblogid=JrjtdCU4L&luicode=10000011&lfid=1076035712515570,Wed Oct 28 20:16:52 +0800 2020,对于很多在异地追梦的年轻人来说，租房是追梦路上的避风港，当梦想成真时，你是否有买房的计划？微博房产联合橡树湾和蛋壳公寓，与两位知名微博大V一起“对话当代城市人如何买房安家”，到场嘉宾有精美伴手礼（50份先到先得）本周六（10月31日）亦庄橡树湾营销中心等你，16:00准时开趴哦～ps：大家可以私信小编报名～,9,103,2,[]
https://m.weibo.cn/status/JritX8kjA?mblogid=JritX8kjA&luicode=10000011&lfid=1076035712515570,Wed Oct 28 17:45:55 +0800 2020,其实小编觉得，在洗澡这件事情上，看看东北满大街的洗浴中心大概就可以分析出谁对洗澡这件事更有研究了你们觉得呢？#北方人对南方人的怀疑# 你觉得怎么洗澡更干净？,93,51,2,[]
https://m.weibo.cn/status/Jr9UZbYN0?mblogid=Jr9UZbYN0&luicode=10000011&lfid=1076035712515570,Tue Oct 27 19:57:47 +0800 2020,10.27 世界恋爱日今日易“表白”❤️记得甜言蜜语要说给左耳听#世界恋爱日#,6,131,7,[]
https://m.weibo.cn/status/Jr6UShnSS?mblogid=Jr6UShnSS&luicode=10000011&lfid=1076035712515570,Tue Oct 27 12:19:16 +0800 2020,感谢我们的“标杆管家”，感谢一线的员工们～为大家用心服务的管家一直都在～ 蛋壳公寓里的“标杆管家”真诚为租客解决问题是王道,24,187,19,[]
https://m.weibo.cn/status/JqZbBuVEw?mblogid=JqZbBuVEw&luicode=10000011&lfid=1076035712515570,Mon Oct 26 16:38:32 +0800 2020,你的日常通勤时间要多久？这段时间你又通常会做些什么呢？ 通勤时间通常会做些什么？,79,84,7,[]
https://m.weibo.cn/status/JqZ6P9uXV?mblogid=JqZ6P9uXV&luicode=10000011&lfid=1076035712515570,Mon Oct 26 16:26:45 +0800 2020,租房时总是觉得自己预算内的房子达不到自己的所有需求想要离公司近，最好步行5分钟能到，又想要大房间，大阳台！可惜工资只有那么多那租房方面，你是更倾向下面哪一种呢？ 租房时，你更倾向下面哪一种？,137,40,1,[]
https://m.weibo.cn/status/JqPC1c5w7?mblogid=JqPC1c5w7&luicode=10000011&lfid=1076035712515570,Sun Oct 25 16:16:08 +0800 2020,#金刚川票房破3亿#小编昨天去看了这部电影，看完真的感受颇多，致敬每一位英雄！他们应该被历史铭记，被人民永远敬仰！周末的最后时光，不妨去看一看这部电影🎬,13,95,5,[]
https://m.weibo.cn/status/JqNtii5HH?mblogid=JqNtii5HH&luicode=10000011&lfid=1076035712515570,Sun Oct 25 10:49:09 +0800 2020,登高极目勇攀高峰时，🧗♂️别忘记父母养育恩情。[爱心]重阳节，多给家一点时间。#重阳节##蛋壳公寓#,8,54,0,[]
https://m.weibo.cn/status/JqIkoE34o?mblogid=JqIkoE34o&luicode=10000011&lfid=1076035712515570,Sat Oct 24 21:43:30 +0800 2020,10.24程序员节，请给您身边的程序员亲朋好友送去诚挚的关心与问候！抓住最后的机会送出关爱～植发套餐、霸王生发液、格子衬衣都是不错的礼物🎁哦#1024程序员节##程序员如何向家人解释自己的工作#,5,35,5,['你好，你感兴趣的“1024程序员节”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> 1024程序员节']
https://m.weibo.cn/status/JqGUsuspv?mblogid=JqGUsuspv&luicode=10000011&lfid=1076035712515570,Sat Oct 24 18:06:51 +0800 2020,供暖期即将到来，很多社区已经开始了暖气试水，各位小伙伴也记得及时留意所住社区的供暖试水通知哦提前试水以防供暖期不能及时取暖～#蛋壳公寓#,11,52,1,[]
https://m.weibo.cn/status/Jqxw9CjQD?mblogid=Jqxw9CjQD&luicode=10000011&lfid=1076035712515570,Fri Oct 23 18:12:15 +0800 2020,租房生活的那些有趣事儿，真的是几个脱口秀本子都写不下。#寓见快乐#蛋壳公寓举办“租房青年专场脱口秀” 幽默演绎租房生活那些事儿,8,53,8,[]
https://m.weibo.cn/status/JquUao56n?mblogid=JquUao56n&luicode=10000011&lfid=1076035712515570,Fri Oct 23 11:33:10 +0800 2020,最近的欢乐来源大半都是靠《德云斗笑社》，尤其是最新这期还有我大林子话说有多人也在看？你们最喜欢谁呢？#郭德纲回应郭麒麟一人养活德云社##德云斗笑社# 《德云斗笑社》的小辈们你最喜欢谁？,42,34,0,[]
https://m.weibo.cn/status/JqnmmmL97?mblogid=JqnmmmL97&luicode=10000011&lfid=1076035712515570,Thu Oct 22 16:20:39 +0800 2020,#吃喝玩乐 一省到底# 微博四大话题PK赛圆满结束一周了～还是想特别感谢所有参赛小伙伴的支持希望未来的每天大家都能吃喝玩乐，#寓见快乐# ！,12,53,4,[]
https://m.weibo.cn/status/Jqnd1uxp6?mblogid=Jqnd1uxp6&luicode=10000011&lfid=1076035712515570,Thu Oct 22 15:57:39 +0800 2020,昨晚的活动现场真的笑声不断！感谢到场各位观众朋友的支持❤️小雪、四季、泊霖三位老师演出超赞👍祝大家每一天都可以#寓见快乐##蛋壳公寓#,8,31,2,[]
