微博地址,发布时间,微博内容,点赞数,评论数,转发数,评论
https://m.weibo.cn/status/K1IURFOHS?mblogid=K1IURFOHS&luicode=10000011&lfid=1076033949575070,Sat Feb 13 12:00:03 +0800 2021,谁说情人节必须出门过？只要身边是心爱的人，在家也有仪式感！ 送她最爱的鲜花，做他最爱吃的菜，家的温馨、Ta的陪伴，在家过情人节依旧浪漫！#宅家过年神技能# 网页链接,11,2,2,"['有她的陪伴，在家过情人节依旧浪漫。', '努力。！']"
https://m.weibo.cn/status/K1CeRcF0H?mblogid=K1CeRcF0H&luicode=10000011&lfid=1076033949575070,Fri Feb 12 19:00:04 +0800 2021,2021年的春节，也许，你在外地度过，也许，你是一个人过，但至少，还有他们，给你的新年带去了一些欢声笑语。小伙伴，祝福你在新的一年万事胜意 #外卖不打烊 啥都送到家# #奇葩拜年大赏# 美团外卖的微博视频,561,19,20,"['祝大家新年快乐，牛年大吉。', '外卖不打烊，我们在坚守！ 美团外卖，送啥都快； 美团外卖，越吃越帅； 美团外卖，把世界送到您手中！', '辛苦了，祝新年快乐！', '外卖小哥辛苦了！', '真好，感谢每位快递员', '每次碰到外卖经过小区门口 因为他们骑着摩托不方便我都会帮助他们把门打开停留数秒让他们把车骑过去', '祝你们身体健康事事如意，明年回家过年🧨', '我以为是奇葩说拜年', '', '好暖', '新年快乐', '美团骗钱 怎么处理？', '外卖小哥辛苦了，祝你们新年快乐！', '外卖小哥辛苦了给你点赞了', '外卖小哥辛苦了，新年快乐']"
https://m.weibo.cn/status/K1Ah57RRw?mblogid=K1Ah57RRw&luicode=10000011&lfid=1076033949575070,Fri Feb 12 14:00:03 +0800 2021,#春节不打烊，年味大牌宴# 2.11日-17日吃故乡味道，贺岁套餐88元起，更有最高10元红包，先到先得~ 网页链接,5,6,1,"['牛年大吉 好运连连。', '还是加速度非常快擦过去一旦撞到不堪设想！早就有过美团外卖骑手撞到老人后来来老人挂了的负面新闻！你家的黑料还少吗？ 骑那么快赶着投胎？好自为之！', '订单号8339 6972 8135 1611 3，处理这个订单的男性电话客服人员，非常不专业，居然一直在嘲笑客人？一家外卖平台居然看不起我们订外卖的人？什么回事？']"
https://m.weibo.cn/status/K1zSJ7MIP?mblogid=K1zSJ7MIP&luicode=10000011&lfid=1076033949575070,Fri Feb 12 13:00:03 +0800 2021,新年马上就到，你会钱包鼓鼓，还是准时下班？是水逆退散，还是事业逆袭？来美团外卖App下单后抽签，抽取你的2021年幸运签吧！2021年，你抽到的好运一定会实现！网页链接 #外卖不打烊 啥都送到家#,5,3,0,"['👏👏👏', '还是加速度非常快擦过去一旦撞到不堪设想！早就有过美团外卖骑手撞到老人后来来老人挂了的负面新闻！你家的黑料还少吗？ 骑那么快赶着投胎？好自为之！']"
https://m.weibo.cn/status/K1zunszEz?mblogid=K1zunszEz&luicode=10000011&lfid=1076033949575070,Fri Feb 12 12:00:03 +0800 2021,#奇葩拜年大赏# 今年最好的拜年方式就是解放双手~ 戳链接，给TA点一份爱的大餐吧~网页链接,5,9,1,"['真的啥都送？能送个男票嘛', '找到了过年投食的好方法', '外卖是个好东西，过年这几天不用做饭了', '这红包比老板发的红包大多了']"
https://m.weibo.cn/status/K1yHFA7ix?mblogid=K1yHFA7ix&luicode=10000011&lfid=1076033949575070,Fri Feb 12 10:00:03 +0800 2021,新年到！祝福你在新的一年牛转乾坤、蒸蒸日上、硕果累累！#大年初一# #奇葩拜年大赏#,4,13,2,"['牛气冲天 好运连连', '首页根本就没有显示消费券领取', '消费券用不了啊，也没说明哪个可以用，哪个不可以用，无门槛消费券指的是找不到进去的门吗？', '是获取认证链接失败', '你们的北京消费券系统bug 不但10点钟没有准时上线而且在10点04分上线以后点击进去显示已发完并且需要认证 点击认证还显示获取链接是吧 我请问是什么情况呢 为什么还要认证 你们不应该自备定位系统吗 人家饿了么直接可以领你们这么反锁呢 而且我现在是认证不上 请给个解释吧 期待回复', '今天10年只看到饿了么的消费券，没看到你们的啊', '四个来形容：秀色可餐', '这字儿看着真好看', '牛年就要牛啊牛啊', '这字看得我很有食欲']"
https://m.weibo.cn/status/K1pFw3nfb?mblogid=K1pFw3nfb&luicode=10000011&lfid=1076033949575070,Thu Feb 11 11:00:02 +0800 2021,#外卖不打烊 啥都送到家# 唧唧唧唧唧 春节不休息，唧唧唧唧唧 包君满意，唧唧唧唧唧 快来call me，过年我们也要送餐给你！#奇葩拜年大赏# 唧唧唧唧唧,2802,252,115,"['有一个很帅啊', '哈哈哈哈哈哈视频好可爱', '好可爱的兔耳朵呀', '应该准备牛耳朵，可爱又切合主题', '哈哈哈好可爱', '新春快乐', '牛年大吉', '看他们尴尬又不失努力的亚子值得三倍工资', '脸上一点都不幸福', '头盔上的兔子耳朵很可爱，但是如果给头盔安一个夜显灯就更可爱了，很多外面小哥的电瓶车灯不亮，身上也没有夜光提醒标志，晚上送餐没有安全性，而如果头盔有盏显示灯就好了，一来提醒过往司机注意电动车，而来为外面小哥送餐做照明用...', '歌词有点恐怖“过年我们也不休息”这居然是广告词儿？', '过年给小袋鼠福利也要好好喔', '让人家休息吧，过年店铺都没开送什么外卖', '新年快乐', '希望能给员工合理的待遇。']"
https://m.weibo.cn/status/K1ple8KMX?mblogid=K1ple8KMX&luicode=10000011&lfid=1076033949575070,Thu Feb 11 10:10:03 +0800 2021,春节不想出门，怎样打卡人气牛店？美团外卖全城购只做餐饮中的“牛店”，黑珍珠餐厅、必吃榜、网红人气餐厅… 1小时全城送达，打卡不用等，牛店送到家，戳链接即刻享受→网页链接 转发微博，2月18日抽10位小可爱，每人送出100元外卖卡一张 #外卖不打烊 啥都送到家# 抽奖详情,39,75,205,"['转发微博', '随手一转', '赞', '#外卖不打烊 啥都送到家#', '转发微博', '转发微博', '转发微博', '小可爱', '#外卖不打烊 啥都送到家#', '刚好适应。', '打卡打卡', '好', '哇', '来咯', '#外卖不打烊 啥都送到家#']"
https://m.weibo.cn/status/K1kbbkbpW?mblogid=K1kbbkbpW&luicode=10000011&lfid=1076033949575070,Wed Feb 10 21:01:34 +0800 2021,深夜送达的折叠床，会前急定的文件袋，登场前送来的定妆水……我们曾送出各种商品，希望每一件商品的送达，都为你开启一段温暖的故事。这个春节，美团外卖不打烊，让#万物为你，温暖到家#，一起分享#宅家过年神技能# 网页链接 美团外卖的微博视频,244,65,27119,"['好好去看下你们的劳务外包是如何压榨骑手的。让人心都凉了。', '第一个还以为会出现订酒店的广告', '美团外卖，过年不打烊！然后送你个一天半载的，半天到不了。哎，你急不急？然后你投诉过去，“春节期间外送员少，希望你理解，给您赔多少多少钱”。很多时候，压根不是钱的问题', '压榨骑手的公司', '都不是你员工，蹭啥呢', '2021，牛年大吉健康快乐', '住一晚酒店～花那个冤枉钱干嘛！买折叠躺椅～经济又实用！', '投标文件不对哦 招标文件对于外包封 有特别要求的 包括从文字到密封', '美团外卖真的是风雨无阻给了我好多温暖 这个春节还是要选择他#万物为你，温暖到家# \xa0#宅家过年神技能#', '投标文件在开标前不允许私自拆封', '这是从山底爬上来了吗', '有被暖到', '大概没做过标？看到投标文件上涂鸦那一瞬间我头皮都麻了，这么淡定换个文件袋就完了？', '这是艺考，能穿这衣服？', '#宅家过年神技能# 美团外卖在春节也不打烊呀，真的是宅家过年神技能了呀，美团外卖暖心送达']"
https://m.weibo.cn/status/K1jAhxIpC?mblogid=K1jAhxIpC&luicode=10000011&lfid=1076033949575070,Wed Feb 10 19:30:40 +0800 2021,春节在家干点啥？美团外卖和@辣目洋子 带队的宅家过年高能团，一起为大家送上#宅家过年神技能#，跟紧高能团，每天一个宅家过年小妙招，戳链接或wx扫码揭秘~ 网页链接,37,48,522,"['', '#宅家过年神技能#放假就往家里赶，到家累的不想动，啥都没买，幸好有他们这个，搞了一些酒水，直接拿去走亲访友了', '#宅家过年神技能#还挺全的，酒水鲜花都有，我们这花店都过年了，幸好他们这还有，还给送', '#宅家过年神技能#真的不错，过年也不休息，我过年真的忙，没时间出去，有他们直接送过来真好', '美团外卖！所谓的放心吃理赔就是保护商家利益！消费者权益喂狗了简单的来说商家餐品吃S人 然后客服那边就会说放心吧有放心吃理赔 赚着你的钱 给你上保险 一顿20来块钱的餐 在赔你20元！然后随便你怎么样去告！我可以为自己说的话付责任美团做不到消费者食品卫生安全@饿了么 @中国食品安全报', '#宅家过年神技能#美团真的方便到家了，春季不打烊啦啦啦！真的好开心，爸爸妈妈再也不用为我担心了', '#宅家过年神技能# 过年宅在家里，美团外卖过年也不打烊，啥都可以送到家。', '#宅家过年神技能# 美团外卖过年也不打烊诶 这样也可以给没办法回家的工友们配送年夜饭了！真好', '#宅家过年神技能# 过年一个人在家也不怕，美团外卖过年也不打烊，让我在家安心过年', '#宅家过年神技能# 今年就是美团陪我过得年美团真的是很给力，必须得点赞。', '#宅家过年神技能# 有一说一美团外卖太良心了，过年也不打烊，拯救懒癌晚期患者……牛年快乐，祝福每一位默默付出的陌生人。', '#宅家过年神技能# 这个年跟着这个高能团真的为我节省了太多时间，什么都可以在上面下单，不用我再费时间去逛超市，已经把它推荐给了我身边的朋友们', '说真的现在我还真的有点儿离不开美图外卖了，因为它真的太方便啦，#宅家过年神技能# 平台上面可以说应有尽有', '#宅家过年神技能#过年啥都没买，幸好有他们，服务真的好贴心啊！在家就可以安心的收到了。', '#宅家过年神技能# 好贴心哟！宅在家就能买到各种需要的东西，可以更好的在家陪陪家人啦']"
https://m.weibo.cn/status/K1gv19fO7?mblogid=K1gv19fO7&luicode=10000011&lfid=1076033949575070,Wed Feb 10 11:39:27 +0800 2021,抽我,8,11,2,"['抽我。', '曝光一下美团外卖！所谓的放心吃理赔就是保护商家利益！消费者权益喂狗了简单的来说商家餐品吃S人 然后客服那边就会说放心吧有放心吃理赔 赚着你的钱 给你上保险 一顿20来块钱的餐 在赔你20元！然后随便你怎么样去告！我可以为自己说的话付责任美团做不到消费者食品卫生安全@饿了么 @中国食品安全报', '你家老板的微博号咋刚才不见了。', '已经1小时没有跑腿接单了，整个地区都显示1个骑手都没有是怎么回事？一直有很多骑手啊？没封城啊？', '为啥我平时点的店今天都超出配送范围了？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？', '@美团外卖', '点了外卖洒餐，互相推脱责任，怎么回事？谁能给解决下', '@可乐热的：美团外卖联合商家欺诈顾客、不让顾客真实回复评价、删除评价、商家辱骂顾客就可以回复成功、顾客就不行、给客服点电话也不给实际性解决']"
https://m.weibo.cn/status/K1a22hUup?mblogid=K1a22hUup&luicode=10000011&lfid=1076033949575070,Tue Feb 09 19:11:33 +0800 2021,新年好~ 美团外卖联合@爱奇艺 一起携手95后设计师厂牌韩叁叁，活出新年新态度「就地不将就 外卖不打烊！」 好剧不断会员5折起，外卖年货5折起~ 带话题#就地不将就# 晒出你的年夜饭/年货Vlog，即有机会抽取爱奇艺会员年卡哦！就地不将就，年味正在派送中~,15,18,9,"['就地不将就，外卖不打烊！', '曝光一下美团外卖！所谓的放心吃理赔就是保护商家利益！消费者权益喂狗了简单的来说商家餐品吃S人 然后客服那边就会说放心吧有放心吃理赔 赚着你的钱 给你上保险 一顿20来块钱的餐 在赔你20元！然后随便你怎么样去告！我可以为自己说的话付责任美团做不到消费者食品卫生安全@饿了么 @中国食品安全报', '#就地不将就#', '过年吃外卖骑手的口水吗', '您好，新年快乐，贵公司对西安的骑手挺苛刻啊，年终发1月份工资30％发一部分不发一部分是把大家当傻子吗？搞人心态吗？我们辛辛苦苦跑单，任劳任怨挣点辛苦钱，得到这待遇?', '#就地不将就# 已转发#就地不将就#', '#就地不将就#', '请问你们能不能招骑手招一点脑子没问题的啊？还是要有一定的心理测试吧！不怕招到变态心理扭曲的那种人吗', '是用扣春节值班兄弟们的钱吃饭？一人扣一千？', '春节值班不让领奖励 工作17个小时，还要倒贴钱 ，牛皮美团', '还好意思说外卖不打烊，虚假接单，作为商家和消费者的双重身份，结结实实体会了江苏省宜兴市宜城街道城东站的服务态度，已经有血气方刚的商家被逼得和骑手一起去警察局了，还能好好过个年不', '我还能评论吗？', '晚上下雨点外卖爆单送的慢我可以理解，但是我都等了两个小时了都没见人接单，最后就发个10块钱红包？谁稀罕这点钱啊。况且我今天就吃了一顿饭饿着肚子，过分了吧？']"
https://m.weibo.cn/status/K187I4VNg?mblogid=K187I4VNg&luicode=10000011&lfid=1076033949575070,Tue Feb 09 14:20:03 +0800 2021,生活中再普通不过的小物件，却在最紧急的时刻参与到他们的生活中，开启一段暖心故事。2月10日，来看#万物为你，温暖到家#,17,8,1,"['', '不知道每年多少弟兄倒在送餐的路上', '曝光一下美团外卖！所谓的放心吃理赔就是保护商家利益！消费者权益喂狗了简单的来说商家餐品吃S人 然后客服那边就会说放心吧有放心吃理赔 赚着你的钱 给你上保险 一顿20来块钱的餐 在赔你20元！然后随便你怎么样去告！我可以为自己说的话付责任美团做不到消费者食品卫生安全@饿了么 @中国食品安全报', '别装，再装也改不了美团是吸血鬼的本质', '@可乐热的：美团外卖联合商家欺诈顾客、不让顾客真实回复评价、删除评价、商家辱骂顾客就可以回复成功、顾客就不行、给客服点电话也不给实际性解决']"
https://m.weibo.cn/status/K17TclJHU?mblogid=K17TclJHU&luicode=10000011&lfid=1076033949575070,Tue Feb 09 13:44:18 +0800 2021,嗨起来,6,6,0,"['曝光一下美团外卖！所谓的放心吃理赔就是保护商家利益！消费者权益喂狗了简单的来说商家餐品吃S人 然后客服那边就会说放心吧有放心吃理赔 赚着你的钱 给你上保险 一顿20来块钱的餐 在赔你20元！然后随便你怎么样去告！我可以为自己说的话付责任美团做不到消费者食品卫生安全@饿了么 @中国食品安全报', '这波炒作又要坑骑手多少血汗', '嗨起来。']"
https://m.weibo.cn/status/K16MCq3Or?mblogid=K16MCq3Or&luicode=10000011&lfid=1076033949575070,Tue Feb 09 10:55:21 +0800 2021,#周二福利日# 评论区说一句含有“牛”字的新年祝福语，祝福朋友家人~ 抽1人送100元外卖卡,66,285,13,"['@碳酸少女WHITE 100元外卖卡就送你啦！ 稍后请注意查看私信，外卖卡兑换码会私信发您哦~', '牛肉好吃', '牛年大吉', '犇犇犇犇这个怎么样？', '牛气冲天', '牛逼牛逼', '“牛”转乾坤', '新的一年祝大家：牛气冲天 好运连连 个个中大奖', '牛气冲天', '牛年大顺', '牛气哄哄', '美团外卖新年最牛，为了中奖不择手段做个舔', '牛new寿喜烧我好想你啊！！！！！', '牛气哄哄，气吞牛斗。', '牛子小小，说话屌屌']"
https://m.weibo.cn/status/K0ZmHaCG8?mblogid=K0ZmHaCG8&luicode=10000011&lfid=1076033949575070,Mon Feb 08 16:02:15 +0800 2021,恭喜@TNTDFXJ 等6名用户获得【1张TNT海报 1个TNT盲盒】。微博官方唯一抽奖工具@微博抽奖平台 -高级版对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台,6,10,1,"['恭喜。', '曝光一下美团外卖！所谓的放心吃理赔就是保护商家利益！消费者权益喂狗了简单的来说商家餐品吃S人 然后客服那边就会说放心吧有放心吃理赔 赚着你的钱 给你上保险 一顿20来块钱的餐 在赔你20元！然后随便你怎么样去告！我可以为自己说的话付责任美团做不到消费者食品卫生安全@饿了么 @中国食品安全报', '点外卖i附带赠送骑手的口水', '点你们的美团外卖还得求你们给送上楼，你们是上帝？', '到底为什么我的账号会显示交易行为存在异常啊，问你们客服，等她回复一句要三四分钟，结果只会回答我，我不知道 我没办法，你们客服这种素质啊', '@可乐热的：美团外卖联合商家欺诈顾客、不让顾客真实回复评价、删除评价、商家辱骂顾客就可以回复成功、顾客就不行、给客服点电话也不给实际性解决']"
https://m.weibo.cn/status/K0ZbgivwK?mblogid=K0ZbgivwK&luicode=10000011&lfid=1076033949575070,Mon Feb 08 15:34:05 +0800 2021,恭喜@小鱼仙官的天妃 等5名用户获得【《你好，李焕英》电影票】。微博官方唯一抽奖工具@微博抽奖平台 -高级版对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台,2,5,1,"['恭喜。', '送货的骑士会在赠送你一份口水加料', '这要怎么领啊？', '@可乐热的：美团外卖联合商家欺诈顾客、不让顾客真实回复评价、删除评价、商家辱骂顾客就可以回复成功、顾客就不行、给客服点电话也不给实际性解决']"
https://m.weibo.cn/status/K0WZG6Uod?mblogid=K0WZG6Uod&luicode=10000011&lfid=1076033949575070,Mon Feb 08 10:00:03 +0800 2021,#今年听过最暖的话# @美团 听见美好，从每一次美味送达开始。您好，美团外卖愿您新的一年尽兴嗨吃～美团小耳朵的微博视频,4,6,1,"['曝光一下美团外卖！所谓的放心吃理赔就是保护商家利益！消费者权益喂狗了简单的来说商家餐品吃S人 然后客服那边就会说放心吧有放心吃理赔 赚着你的钱 给你上保险 一顿20来块钱的餐 在赔你20元！然后随便你怎么样去告！我可以为自己说的话付责任美团做不到消费者食品卫生安全@饿了么 @中国食品安全报', '吸血鬼公司拍再好的广告也是吸血鬼', '可能还有骑手的口水和血肉', '你们的放心吃理赔是摆设吗？吃进医院了都不管！', '团团，有美团的红包封面吗？']"
https://m.weibo.cn/status/K0R7k3KYQ?mblogid=K0R7k3KYQ&luicode=10000011&lfid=1076033949575070,Sun Feb 07 19:02:24 +0800 2021,马上春节就要到了，当大家都在喜迎春节时，还有一群城市守护者们默默坚守在岗位上。小年夜，美团外卖携手抖音，联合爱心商家向值守长沙的公安干警、消防战士、医护人员等城市守护者们送去“团圆家乡年”爱心年夜饭。你们守护城市，我们守护你们的胃！ 美团外卖的微博视频,11,14,3,"['向坚守者们致敬！', '美团外卖冲冲冲', '别往外卖里吐口水', '搞得外卖骑手跟警察医生消防员一个级别那。明天开始更要严格对待骑手，那么好的待遇服务要求高点没毛病', '春节也留在本地过年的我，在线等一个外卖小哥哥投喂', '我想加入美团外卖骑手，不知道怎么加入能回复一下吗', '向坚守者们致敬！', '就想问问视频里的小哥哥小姐姐，还谁缺饭友不，我胃口大，我能帮吃', '这一大桌子年夜饭看起来好丰盛啊', '2月7号下午17点左右 贵平台骑手在山东省东营市东营区供销商场后步行街人行道横冲直撞 险些撞到两个10岁的小朋友 一直按喇叭 下车后满嘴脏话 无赖耍横 态度极其嚣张 指指点点还要动手打人', '向春节坚守的一线人员致敬~辛苦了！', '哈哈哈 过年宅在家，第一大快乐就是点外卖啦', '@可乐热的：美团外卖联合商家欺诈顾客、不让顾客真实回复评价、删除评价、商家辱骂顾客就可以回复成功、顾客就不行、给客服点电话也不给实际性解决']"
https://m.weibo.cn/status/K0QDFxIs0?mblogid=K0QDFxIs0&luicode=10000011&lfid=1076033949575070,Sun Feb 07 17:49:20 +0800 2021,#陪你过大年#足不出户，照样吃上红红火火团圆饭，春节不打烊，啥都送到家，我们希望在这个春节里，能为更多原地过年的人带来更多便利的生活支持。 #外卖不打烊 啥都送到家#,8,8,1,"['牛气冲天 好运连连', '春节不打烊，啥都送到家。美团外卖陪你过大年', '美团骑手的血肉就在美团年夜饭里', '2月7号下午17点左右 贵平台骑手在山东省东营市东营区供销商场后步行街人行道横冲直撞 险些撞到两个10岁的小朋友 一直按喇叭 下车后满嘴脏话 无赖耍横 态度极其嚣张 指指点点还要动手打人', '为啥今天突然可配送距离变短了，好多之前点的电突然提示不在配送范围内，然后配送费贵了，配送时间变长了']"
