微博地址,发布时间,微博内容,点赞数,评论数,转发数,评论
https://m.weibo.cn/status/K1juV8aUv?mblogid=K1juV8aUv&luicode=10000011&lfid=1076031282440983,Wed Feb 10 19:17:27 +0800 2021,万家.灯火04｜桂花阿姨说，过了年70岁啦，要跟姐妹们继续乘风破浪，多做好事。,43,11,3,"['@今天吃甜食了吗·：2020年12月15日晚九点过，我妈妈在绿灯过人行道时被饿了么骑手撞飞，左腿小腿两根骨头粉碎性骨折，额头和嘴角缝针缝了两个小时，额头已经见骨，嘴角穿破，牙齿有两颗碎在嘴里。肇事者一分钱都没有出，@饿了么 包庇肇事者，转院后到现在没有露面，现在医药费已经几万，并且还在住院', '停业整顿吧 别再害人了', '多做好事:变相回应骑手奖励', '深圳这周要拿积分要完成330才能拿积分，完不成少4000多块钱，你们良心不会痛吗？', '@饿了么 订单超时2小时，联系商家未果，我18.16申请取消订单，15分钟内商家不处理仍不给我自动退款，19.11直接显示送达，饿了么平台客服沐沐 拒不承认平台规定，扭曲事实打官腔', '怎么你们还不道歉？', '滚出中国！', '@粮粮粮ML：垃圾平台，店大欺客，大过年的从下午4点到现在，换了多个商家下单年夜饭，商家已经做好了，就是没有骑手接单，如果没有骑手为什么还要商家营业，让消费者下单。大家一起12315投诉，让其垃圾平台退出。', '#饿了么# 饿了！#王一博#王一博']"
https://m.weibo.cn/status/K1gilc20T?mblogid=K1gilc20T&luicode=10000011&lfid=1076031282440983,Wed Feb 10 11:08:13 +0800 2021,我怕新年的钟声太响，我怕除夕的祝福太多，所以先在这里给大家拜个早年啦，祝大家吃嘛嘛香，身体倍儿棒！大家的团年饭菜单都定下来了嘛？阿饿与@湖北卫视 @团年饭 携手的美食特别节目《团年饭》将在大年三十开席啦！明天晚上，我们一起边吃边看吧～#饿了么式团年饭##团年饭##团年饭必吃菜#,91,41,11,"['你们的外卖员上门威胁弄死人家小姑娘怎么解决？', '我不怕新年钟声太响 我也不怕除夕祝福太多 我不需要饿死了么拜年 美团的东西吃嘛嘛香 身体倍儿棒 我只怕一样 就是 饿死了么 外卖员 上门威胁', '来自饿了么新年礼物—蟑螂', '咱能不能培训一下员工啊每次点外卖只要是饿了吗所有小哥都找不到路点美团人家都能找到', '烦死了外卖员提前点送达之后半个小时才送是什么毛病', '@今天吃甜食了吗·：2020年12月15日晚九点过，我妈妈在绿灯过人行道时被饿了么骑手撞飞，左腿小腿两根骨头粉碎性骨折，额头和嘴角缝针缝了两个小时，额头已经见骨，嘴角穿破，牙齿有两颗碎在嘴里。肇事者一分钱都没有出，@饿了么 包庇肇事者，转院后到现在没有露面，现在医药费已经几万，并且还在住院', '新年快乐阿饿', '', '快乐。', '', '', '怎么关闭支付宝饿了么用餐提醒', '万茜团年饭', '符龙飞', '@饿了么 垃圾饿了吗！未经同意单方面取消我的年夜饭订单，而且是在约定的送餐时间一家人等着吃年夜饭的时候。理由是没有骑手无法配送。果断卸载，盼早日黄。']"
https://m.weibo.cn/status/K1a1At4d1?mblogid=K1a1At4d1&luicode=10000011&lfid=1076031282440983,Tue Feb 09 19:10:28 +0800 2021,万家.灯火03｜戎云说，新的一年，希望大家都能拖着自己爱的人的手，去看更多的好风光。,42,14,2,"['饿了吗 恐吓一下还饿不饿了 什么还饿？ 那打一顿呢？', '@今天吃甜食了吗·：2020年12月15日晚九点过，我妈妈在绿灯过人行道时被饿了么骑手撞飞，左腿小腿两根骨头粉碎性骨折，额头和嘴角缝针缝了两个小时，额头已经见骨，嘴角穿破，牙齿有两颗碎在嘴里。肇事者一分钱都没有出，@饿了么 包庇肇事者，转院后到现在没有露面，现在医药费已经几万，并且还在住院', '祝你们的骑手新年快乐', '新年快乐。', '好的。', '新年快乐', '新年快乐！！！', '中央早日封杀你们！', '饿死了么', '外卖员威胁顾客，人民日报点名，不打算回应么？真牛逼', 'wx红包🧧绝缘体']"
https://m.weibo.cn/status/K10Txt4Yy?mblogid=K10Txt4Yy&luicode=10000011&lfid=1076031282440983,Mon Feb 08 19:55:55 +0800 2021,万家.灯火02｜小汤说，有了2个宝宝，新的一年希望自己更有担当。,114,38,5,"['饿了吗？上饿了么点餐，被骑手吓si你就不饿了', '不解释了？事情就这样过了？爬', '打倒无良饿了么！毫无监管责任心，口口声声重视食品安全，到头来出了问题一路和稀泥，商家都同意退款你平台不愿意！有你们这样的吗！无耻！', '', '现在饿了么配送1个半小时都送不到了？', '别恶心了 能多招点骑手不 人不够又硬要接单 搞笑吗', '你有担当你咋不来送外卖，让人家一个骑手接那么多单，我八点多点的外卖十点半还没到', '', '你家点外卖一个小时都没有骑手接单，好多次了，是要倒闭了吗？？', '@饿了么', '', '不要脸！恶心', '你家今天死了几个外卖员了？', '饿了么43岁外卖员送餐时猝死 唯一保障是自费购买的1.06元意外险', '你们系统错误，下单付款一直不跳转，我试了三次均无跳转付款界面，因此去美团下单了一份其他的。结果饿了么直到配送中才给推送有消息说配送中？这种你们怎么给说法？希望尽快解决！不要再用72小时来糊弄人！去年在平台上点了一份胡大小龙虾，都是死虾～维权也没成功。不要这么辜负消费者的信任。']"
https://m.weibo.cn/status/K0vuvAGli?mblogid=K0vuvAGli&luicode=10000011&lfid=1076031282440983,Fri Feb 05 11:59:05 +0800 2021,恭喜@winnerYIBO 等5名用户获得【爷青回大礼包】。微博官方唯一抽奖工具@微博抽奖平台 -高级版对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台,329,161,6,"['饿了吗？上饿了么点餐，被骑手吓si你就不饿了', '你们饿了么外卖员素质真的太差了，刚刚点了个外卖迟到了我还没说什么，他又是挂电话，送到了跟我喊上了，太牛逼了', '人民日报点名你了你还不吱声吗', '每一个骑手都给我打电话说马上就到但是要超时了所以先点提前送达（甚至还有骑手不打电话直接点确认送达）。那么我买准时达是干嘛的呢？', '你们骑手真的厉害，配送慢就马上卖惨，不接受就在门口辱骂消费者！还有你们那个热线永远没有人工！真厉害 超级会员就这待遇！', '点个外卖不送到指定位置，打电话让送到指定位置还不耐烦，还命令我。真tm点个外卖找气受 。真的是想骂人想投诉，哦对哦，我们怎么敢投诉呢，别人可以直接冲上门骂我呢！艹', '辣鸡平台！！！！！就你那大数据真的恶心！！！！', '恭喜', '我羡慕了', '感谢饿了么', '谢谢', '恭喜', '牛逼，死活不道歉', '我的饿了么已经连续3天超时了！外卖员每次接单后要么离商家1公里多远，要么过了半小时了还没到店里拿东西！不管是你们算法问题还是外卖员问题，我这个月的会员结束后我去美团点外卖了，再见！', '以后再也不用饿了么']"
https://m.weibo.cn/status/JFTNCdbKg?mblogid=JFTNCdbKg&luicode=10000011&lfid=1076031282440983,Mon Feb 01 18:30:15 +0800 2021,万家.灯火01｜聂姐说，难大家都很难，但撑过去，春天也一定会到来。,27631,3036,54,"['你们骑手真厉害呀，给差评还要砸门人才呀！', '给差评能不能匿名啊 感觉风险好大', '饿了么应该改名打了么', '你们的骑手有杀人许可证是吗', '你们的骑手都是出来当大爷的吧？消费者固然有问题，但是你们应该给出相应的解决措施，而不是两头坑，然后你们的骑手居然爆力恐吓。你们是外卖服务平台呢？还是黑社会？', '砍人了', '你们骑手要杀人', '有一说一，虽然别的骑手很好，但这个砸门人希望能严肃处理，也希望官方快点给出态度，有点责任担当', '现在都不敢说实话了吗 点个外卖容易被饿了么骑手砍死？', '饿了么就是他妈最恶心的！超时了就一句抱歉久等。投诉也投诉不了！赔付也不赔付！', '凭什么你们写了预计送达时间 超过了却就是简单一句抱歉久等？你送不到干嘛写那个点预计送达？恶不恶心啊！超时了顾客还投诉不了，时间白白浪费！还不给赔付！万恶的垄断！！太恶心了！！！！', '我还是卸载了吧，太可怕了', '骑手发话了，要弄死客户', '我觉得你们对消费者的安全问题十分漠视和随意。', '刚给了差评的我会不会被弄死，配送迟了1小时，可店家早就做好了，收到食物都冷掉了，完全冷掉的那种，客服只会和稀泥，说意思意思补偿30，谁要你们钱，还不是临时有事没办法，才不会没事点外卖，我补偿你100，愿你天天吃坨掉的面，冷掉的饭真的对你们平台太失望了']"
https://m.weibo.cn/status/JFR9KAzcP?mblogid=JFR9KAzcP&luicode=10000011&lfid=1076031282440983,Mon Feb 01 11:46:33 +0800 2021,2月的第一天，从搞点蒜蓉wow wow菜开始，你们呢,2778,437,27,"['居然没上热搜，给差评就死亡威胁，真牛逼，还好很少用饿了么不仅比美团贵还比美团慢', '你们的外卖员上门威胁弄死人家小姑娘怎么解决？', '你们饿了么咋那么牛逼呢，雇流氓子当骑手呗', '我以后再用饿了么我就是狗，骑手完全没素质，碰到过好多次送错摔坏餐的事情，我都没计较，这次更奇葩，接了单之后打电话跟我说送不了他已经下班了，把钱给我让我自己重新点，你们饿了么是可以这么处理事情的，大众都在替骑手讲话，说他们很辛苦，但我想请问遇到这种情况消费者到底咋办？投诉的话他报复', '好家伙 都违法犯罪了 还搁这整优惠券呢', '日历 想要', '搞你🐴啊，超时一小时的订单不给送去送你🐴别的订单', '宝贝儿你们家骑手现在是随便超时的对吗', '图片里日历如何获得?谢谢', '看看吧，就在我身边，一个饿了么外卖员自己打出来的', '第一天就不给吃肉咩', '雇点黑社会，比流氓好用，你要把当事人做了就不至于闹出负面新闻了', '你们外卖员是可以获取隐私的？？？？？我的天！还恐吓买家！疯了吧！这样子是要出人命了咯！退卡！', '咱们点饿了么都给差评，看看饿了么有多牛逼！', '不要再微博下面骂小饿']"
https://m.weibo.cn/status/JFHI80BtL?mblogid=JFHI80BtL&luicode=10000011&lfid=1076031282440983,Sun Jan 31 11:43:46 +0800 2021,昨天有饭友在评论里给我留言在七sosi锅，那我今天也搞点七七吧，你们都吃什么啦,609,155,6,"['真牛逼啊 饿了么骑手要砍人', '🐶平台 外卖员要砍死人 谁敢用？？？？？', '听说给你们骑手差评会没命？', '吓死人了，点外卖不是下雨天，送的时间长，取餐好久了就是不送，饭都凉了还不敢给差评！', '寂寞', '吃粉鸡汤', '吃炸鸡', '烤肉', '吃的螺蛳粉（对不起螺蛳粉上头了）', '哇，寿喜锅，我喜欢', '还没有起', '用饿了么外卖点了肯德基', '为什么站长支使多个骑手虚假报备，包括提前点到店，不取餐，虚假报备客户拒收，所有过程证据链确凿，包括电话录音监控录屏但是平台依旧没有处理力度，而且还不派骑手，专送的质量就这么劣质？多次向平台反馈，都没有得到解决情况越来越恶劣整个过程中商家和顾客没有任何过错。配送方都可以恶意取消配送', '同意让饿了么在媒体公开道歉的打1。同意让饿了么滚出中国的打0。', '图片评论']"
https://m.weibo.cn/status/JFynLqd98?mblogid=JFynLqd98&luicode=10000011&lfid=1076031282440983,Sat Jan 30 11:58:53 +0800 2021,看看你们给我出的主意，看得出来各位盆友都是气氛组王者了昂我整了整，有需要的盆友自取噢～你们春节都安排了啥呀,177,75,9,"['怎么回应那个凶神恶煞的骑手啊？ 仅仅是辞退好像不够吧，不是怕罚款吗？把他从工作到现在赚的所有钱都罚光吧 从来没见过外卖员还可以这样子威胁客户的 不给个解释，谁还会敢点你家外卖啊？', '请下载我们的app，砍了么，更多方案等着你', '好', '', '好', '好', '啥时候有周边送呀？饿小宝玩偶抱枕', '厉害喔', '别出主意了。送外卖都送不明白了寻思寻思怎么能把外卖送明白了行吗', '会“弄死吗”', '', '', '好', '所以那个王一博的商户礼盒是每家店铺都有吗，今天看到别人家的礼盒了，贼羡慕，能不能给上海周浦mtjj店铺也安排上', '去投外卖热搜那个电影[机智]']"
https://m.weibo.cn/status/JFyg9zoCu?mblogid=JFyg9zoCu&luicode=10000011&lfid=1076031282440983,Sat Jan 30 11:40:08 +0800 2021,周末啦，搞点海鲜豆腐tom七七，你们周末都吃什么啦？,69,53,6,"['凉拌饿了么', '是', '吃吧', '还没吃', '吃饭', '吃饭啦', '饭', '周末在家不点外卖', '想吃的饿了么全都有', '吃大餐', '意面', '麻辣烫', '吃麦麦啦', '日本寿司', '']"
https://m.weibo.cn/status/JFpFYEbc7?mblogid=JFpFYEbc7&luicode=10000011&lfid=1076031282440983,Fri Jan 29 13:49:02 +0800 2021,不要浪费啊啊啊（破音,292,240,344,"['搜索不出来咋回事儿', '你不早说我就攒着了平常都兑一些乱七八糟的券又没用', '我好像换优惠券亏了', '皮下是个小姐姐，字儿写的真好看。', '这个豆豆真的鸡肋，还是改版前好，越来越抠门的，活该被美团按在地下摩擦', '代言人周边麻烦安排一下好嘛@饿了么', '啊这，平时全拿来兑券了', '饿小宝相关的宝贝再来点咯', '我不，我要兑无门槛券', '还有180天过期应该没事吧', '你不早说', '', '特地去看了下，180天呢，没显示过期，吓死我了。', '好的 下班回家就兑', '我都平时换券了']"
https://m.weibo.cn/status/JFpdjxLHW?mblogid=JFpdjxLHW&luicode=10000011&lfid=1076031282440983,Fri Jan 29 12:38:24 +0800 2021,今天开会七晚了，那就搞点pango焖面七七,70,51,6,"['小宝，你今天抠太晚了，差点给我饿没了', '这个日历不戳', '郭言郭语', '这个日历可以…来个链接[机智]', '好', '哇我好久没吃焖面了 想念', '', '这是啥，没吃过', '', '', '这个有意思哈嗝～', '吃起来。', '', '', '好']"
https://m.weibo.cn/status/JFilnrtOO?mblogid=JFilnrtOO&luicode=10000011&lfid=1076031282440983,Thu Jan 28 19:09:03 +0800 2021,恭喜@你头上有鸡爪 等35名用户获得【新年礼包】。微博官方唯一抽奖工具@微博抽奖平台 -高级版对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台,42,38,10,"['你们是要倒闭了吗？现在下单等半个小时了没有骑手接单？？？？？？？太离谱了吧！', '恭喜恭喜恭喜', '哇', '新年的第一份大大大大奖啊，好兆头！@睡觉吧 //@饿了么 :恭喜@你头上有鸡爪 等35名用户获得【新年礼包】。微博官方唯一抽奖工具@微博抽奖平台 -高级版对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台', '恭喜', '恭喜', '恭喜', '', '恭喜', '居然抽了奖！我错过了🤧', '恭喜', '恭喜恭喜小可爱中奖了，我来吸吸欧，么么哒～(^з^)-☆哟，', '垃圾平台，吃人血馒头！请赔偿猝死员工！', '阿里系总有一天要趴下！！！根本不尊重用户体验！！', '还说饿了么好！']"
https://m.weibo.cn/status/JFhV1olG0?mblogid=JFhV1olG0&luicode=10000011&lfid=1076031282440983,Thu Jan 28 18:04:07 +0800 2021,恭喜@生煎什么包 等5名用户获得【年夜饭套餐】。微博官方唯一抽奖工具@微博抽奖平台 -高级版对本次抽奖进行监督，结果公正有效。公示链接：微博抽奖平台,23,15,7,"['哇恭喜', '恭喜。', '恭喜', '恭喜', '恭喜', '恭喜', '恭喜', '恭喜', '恭喜', '恭喜', '恭喜🎉', '饿了么在通化这次的疫情里太让人感动了 网页链接', '饿了吗 平台就挺垃圾的，上周等了我半小时后无故给我系统取消订单，然后根本没有投诉系统这个环节，只能投诉商家和骑手，人工客服、电话客服根本没法接通，我还是充了几年会员的人，真的挺令人恶心的。', '我在饿了么点餐，评价时说我输入了非法字符，呵。评价原话： 烧鸭饭一个中翅，一咸蛋共29.68元。烧鸭是一点汁都没有，很一般，一个很短的中翅要4.99。但比起其他的外卖店，这家还行吧，分量多点。再说点题外话，现在吃外卖的定是有钱人，外面一份12元的普通饭，到了外卖平台得28，分量还少，难吃。']"
